"n","year-r","age","total","y","q","year"
"3181",200625,20,10,2006,2,"2006.II"
"3182",200625,21,11,2006,2,"2006.II"
"3183",200625,22,1,2006,2,"2006.II"
"3184",200625,23,10,2006,2,"2006.II"
"3185",200625,24,8,2006,2,"2006.II"
"3186",200625,25,6,2006,2,"2006.II"
"3187",200625,26,1,2006,2,"2006.II"
"3188",200625,27,5,2006,2,"2006.II"
"3189",200625,28,2,2006,2,"2006.II"
"3190",200625,29,0,2006,2,"2006.II"
"3191",200625,30,0,2006,2,"2006.II"
"3192",200625,31,1,2006,2,"2006.II"
"3193",200625,32,1,2006,2,"2006.II"
"3194",200625,33,0,2006,2,"2006.II"
"3195",200625,34,0,2006,2,"2006.II"
"3196",200625,35,2,2006,2,"2006.II"
"3197",200625,36,2,2006,2,"2006.II"
"3198",200625,37,1,2006,2,"2006.II"
"3199",200625,38,2,2006,2,"2006.II"
"3200",200625,39,1,2006,2,"2006.II"
"3201",200625,40,1,2006,2,"2006.II"
"3202",200625,41,0,2006,2,"2006.II"
"3203",200625,42,0,2006,2,"2006.II"
"3204",200625,43,0,2006,2,"2006.II"
"3205",200625,44,0,2006,2,"2006.II"
"3206",200625,45,0,2006,2,"2006.II"
"3207",200625,46,0,2006,2,"2006.II"
"3208",200625,47,0,2006,2,"2006.II"
"3209",200625,48,0,2006,2,"2006.II"
"3210",200625,49,0,2006,2,"2006.II"
"3211",200625,50,0,2006,2,"2006.II"
"3212",200625,51,0,2006,2,"2006.II"
"3213",200625,52,0,2006,2,"2006.II"
"3214",200625,53,0,2006,2,"2006.II"
"3215",200625,54,0,2006,2,"2006.II"
"3216",200625,55,0,2006,2,"2006.II"
"3217",200625,56,0,2006,2,"2006.II"
"3218",200625,57,0,2006,2,"2006.II"
"3219",200625,58,0,2006,2,"2006.II"
"3220",200625,59,0,2006,2,"2006.II"
"3221",200625,60,0,2006,2,"2006.II"
"3222",200625,61,0,2006,2,"2006.II"
"3223",200625,62,0,2006,2,"2006.II"
"3224",200625,63,0,2006,2,"2006.II"
"3225",200625,64,0,2006,2,"2006.II"
"3226",200625,65,0,2006,2,"2006.II"
"3227",200625,66,0,2006,2,"2006.II"
"3228",200625,67,0,2006,2,"2006.II"
"3229",200625,68,0,2006,2,"2006.II"
"3230",200625,69,0,2006,2,"2006.II"
"3231",200625,70,0,2006,2,"2006.II"
"3232",200625,71,0,2006,2,"2006.II"
"3233",200625,72,0,2006,2,"2006.II"
"3234",200625,73,0,2006,2,"2006.II"
"3235",200625,74,0,2006,2,"2006.II"
"3236",200625,75,0,2006,2,"2006.II"
"3237",200625,76,0,2006,2,"2006.II"
"3238",200625,77,0,2006,2,"2006.II"
"3239",200625,78,0,2006,2,"2006.II"
"3240",200650,0,95,2006,3,"2006.III"
"3241",200650,1,76,2006,3,"2006.III"
"3242",200650,2,49,2006,3,"2006.III"
"3243",200650,3,18,2006,3,"2006.III"
"3244",200650,4,40,2006,3,"2006.III"
"3245",200650,5,41,2006,3,"2006.III"
"3246",200650,6,14,2006,3,"2006.III"
"3247",200650,7,8,2006,3,"2006.III"
"3248",200650,8,34,2006,3,"2006.III"
"3249",200650,9,35,2006,3,"2006.III"
"3250",200650,10,18,2006,3,"2006.III"
"3251",200650,11,6,2006,3,"2006.III"
"3252",200650,12,32,2006,3,"2006.III"
"3253",200650,13,17,2006,3,"2006.III"
"3254",200650,14,22,2006,3,"2006.III"
"3255",200650,15,1,2006,3,"2006.III"
"3256",200650,16,17,2006,3,"2006.III"
"3257",200650,17,10,2006,3,"2006.III"
"3258",200650,18,13,2006,3,"2006.III"
"3259",200650,19,3,2006,3,"2006.III"
"3260",200650,20,14,2006,3,"2006.III"
"3261",200650,21,10,2006,3,"2006.III"
"3262",200650,22,11,2006,3,"2006.III"
"3263",200650,23,1,2006,3,"2006.III"
"3264",200650,24,9,2006,3,"2006.III"
"3265",200650,25,7,2006,3,"2006.III"
"3266",200650,26,6,2006,3,"2006.III"
"3267",200650,27,1,2006,3,"2006.III"
"3268",200650,28,5,2006,3,"2006.III"
"3269",200650,29,2,2006,3,"2006.III"
"3270",200650,30,0,2006,3,"2006.III"
"3271",200650,31,0,2006,3,"2006.III"
"3272",200650,32,1,2006,3,"2006.III"
"3273",200650,33,1,2006,3,"2006.III"
"3274",200650,34,0,2006,3,"2006.III"
"3275",200650,35,0,2006,3,"2006.III"
"3276",200650,36,2,2006,3,"2006.III"
"3277",200650,37,2,2006,3,"2006.III"
"3278",200650,38,1,2006,3,"2006.III"
"3279",200650,39,2,2006,3,"2006.III"
"3280",200650,40,1,2006,3,"2006.III"
"3281",200650,41,1,2006,3,"2006.III"
"3282",200650,42,0,2006,3,"2006.III"
"3283",200650,43,0,2006,3,"2006.III"
"3284",200650,44,0,2006,3,"2006.III"
"3285",200650,45,0,2006,3,"2006.III"
"3286",200650,46,0,2006,3,"2006.III"
"3287",200650,47,0,2006,3,"2006.III"
"3288",200650,48,0,2006,3,"2006.III"
"3289",200650,49,0,2006,3,"2006.III"
"3290",200650,50,0,2006,3,"2006.III"
"3291",200650,51,0,2006,3,"2006.III"
"3292",200650,52,0,2006,3,"2006.III"
"3293",200650,53,0,2006,3,"2006.III"
"3294",200650,54,0,2006,3,"2006.III"
"3295",200650,55,0,2006,3,"2006.III"
"3296",200650,56,0,2006,3,"2006.III"
"3297",200650,57,0,2006,3,"2006.III"
"3298",200650,58,0,2006,3,"2006.III"
"3299",200650,59,0,2006,3,"2006.III"
"3300",200650,60,0,2006,3,"2006.III"
"3301",200650,61,0,2006,3,"2006.III"
"3302",200650,62,0,2006,3,"2006.III"
"3303",200650,63,0,2006,3,"2006.III"
"3304",200650,64,0,2006,3,"2006.III"
"3305",200650,65,0,2006,3,"2006.III"
"3306",200650,66,0,2006,3,"2006.III"
"3307",200650,67,0,2006,3,"2006.III"
"3308",200650,68,0,2006,3,"2006.III"
"3309",200650,69,0,2006,3,"2006.III"
"3310",200650,70,0,2006,3,"2006.III"
"3311",200650,71,0,2006,3,"2006.III"
"3312",200650,72,0,2006,3,"2006.III"
"3313",200650,73,0,2006,3,"2006.III"
"3314",200650,74,0,2006,3,"2006.III"
"3315",200650,75,0,2006,3,"2006.III"
"3316",200650,76,0,2006,3,"2006.III"
"3317",200650,77,0,2006,3,"2006.III"
"3318",200650,78,0,2006,3,"2006.III"
"3319",200675,0,13,2006,4,"2006.IV"
"3320",200675,1,87,2006,4,"2006.IV"
"3321",200675,2,69,2006,4,"2006.IV"
"3322",200675,3,47,2006,4,"2006.IV"
"3323",200675,4,17,2006,4,"2006.IV"
"3324",200675,5,37,2006,4,"2006.IV"
"3325",200675,6,39,2006,4,"2006.IV"
"3326",200675,7,14,2006,4,"2006.IV"
"3327",200675,8,8,2006,4,"2006.IV"
"3328",200675,9,31,2006,4,"2006.IV"
"3329",200675,10,33,2006,4,"2006.IV"
"3330",200675,11,17,2006,4,"2006.IV"
"3331",200675,12,6,2006,4,"2006.IV"
"3332",200675,13,30,2006,4,"2006.IV"
"3333",200675,14,16,2006,4,"2006.IV"
"3334",200675,15,19,2006,4,"2006.IV"
"3335",200675,16,1,2006,4,"2006.IV"
"3336",200675,17,16,2006,4,"2006.IV"
"3337",200675,18,9,2006,4,"2006.IV"
"3338",200675,19,13,2006,4,"2006.IV"
"3339",200675,20,3,2006,4,"2006.IV"
"3340",200675,21,14,2006,4,"2006.IV"
"3341",200675,22,10,2006,4,"2006.IV"
"3342",200675,23,11,2006,4,"2006.IV"
"3343",200675,24,1,2006,4,"2006.IV"
"3344",200675,25,8,2006,4,"2006.IV"
"3345",200675,26,6,2006,4,"2006.IV"
"3346",200675,27,6,2006,4,"2006.IV"
"3347",200675,28,1,2006,4,"2006.IV"
"3348",200675,29,5,2006,4,"2006.IV"
"3349",200675,30,2,2006,4,"2006.IV"
"3350",200675,31,0,2006,4,"2006.IV"
"3351",200675,32,0,2006,4,"2006.IV"
"3352",200675,33,1,2006,4,"2006.IV"
"3353",200675,34,1,2006,4,"2006.IV"
"3354",200675,35,0,2006,4,"2006.IV"
"3355",200675,36,0,2006,4,"2006.IV"
"3356",200675,37,2,2006,4,"2006.IV"
"3357",200675,38,2,2006,4,"2006.IV"
"3358",200675,39,1,2006,4,"2006.IV"
"3359",200675,40,2,2006,4,"2006.IV"
"3360",200675,41,1,2006,4,"2006.IV"
"3361",200675,42,1,2006,4,"2006.IV"
"3362",200675,43,0,2006,4,"2006.IV"
"3363",200675,44,0,2006,4,"2006.IV"
"3364",200675,45,0,2006,4,"2006.IV"
"3365",200675,46,0,2006,4,"2006.IV"
"3366",200675,47,0,2006,4,"2006.IV"
"3367",200675,48,0,2006,4,"2006.IV"
"3368",200675,49,0,2006,4,"2006.IV"
"3369",200675,50,0,2006,4,"2006.IV"
"3370",200675,51,0,2006,4,"2006.IV"
"3371",200675,52,0,2006,4,"2006.IV"
"3372",200675,53,0,2006,4,"2006.IV"
"3373",200675,54,0,2006,4,"2006.IV"
"3374",200675,55,0,2006,4,"2006.IV"
"3375",200675,56,0,2006,4,"2006.IV"
"3376",200675,57,0,2006,4,"2006.IV"
"3377",200675,58,0,2006,4,"2006.IV"
"3378",200675,59,0,2006,4,"2006.IV"
"3379",200675,60,0,2006,4,"2006.IV"
"3380",200675,61,0,2006,4,"2006.IV"
"3381",200675,62,0,2006,4,"2006.IV"
"3382",200675,63,0,2006,4,"2006.IV"
"3383",200675,64,0,2006,4,"2006.IV"
"3384",200675,65,0,2006,4,"2006.IV"
"3385",200675,66,0,2006,4,"2006.IV"
"3386",200675,67,0,2006,4,"2006.IV"
"3387",200675,68,0,2006,4,"2006.IV"
"3388",200675,69,0,2006,4,"2006.IV"
"3389",200675,70,0,2006,4,"2006.IV"
"3390",200675,71,0,2006,4,"2006.IV"
"3391",200675,72,0,2006,4,"2006.IV"
"3392",200675,73,0,2006,4,"2006.IV"
"3393",200675,74,0,2006,4,"2006.IV"
"3394",200675,75,0,2006,4,"2006.IV"
"3395",200675,76,0,2006,4,"2006.IV"
"3396",200675,77,0,2006,4,"2006.IV"
"3397",200675,78,0,2006,4,"2006.IV"
"3398",200700,0,62,2007,1,"2007.I"
"3399",200700,1,12,2007,1,"2007.I"
"3400",200700,2,85,2007,1,"2007.I"
"3401",200700,3,68,2007,1,"2007.I"
"3402",200700,4,44,2007,1,"2007.I"
"3403",200700,5,17,2007,1,"2007.I"
"3404",200700,6,35,2007,1,"2007.I"
"3405",200700,7,39,2007,1,"2007.I"
"3406",200700,8,14,2007,1,"2007.I"
"3407",200700,9,8,2007,1,"2007.I"
"3408",200700,10,31,2007,1,"2007.I"
"3409",200700,11,33,2007,1,"2007.I"
"3410",200700,12,17,2007,1,"2007.I"
"3411",200700,13,6,2007,1,"2007.I"
"3412",200700,14,30,2007,1,"2007.I"
"3413",200700,15,16,2007,1,"2007.I"
"3414",200700,16,19,2007,1,"2007.I"
"3415",200700,17,1,2007,1,"2007.I"
"3416",200700,18,16,2007,1,"2007.I"
"3417",200700,19,9,2007,1,"2007.I"
"3418",200700,20,13,2007,1,"2007.I"
"3419",200700,21,3,2007,1,"2007.I"
"3420",200700,22,14,2007,1,"2007.I"
"3421",200700,23,10,2007,1,"2007.I"
"3422",200700,24,11,2007,1,"2007.I"
"3423",200700,25,1,2007,1,"2007.I"
"3424",200700,26,8,2007,1,"2007.I"
"3425",200700,27,6,2007,1,"2007.I"
"3426",200700,28,6,2007,1,"2007.I"
"3427",200700,29,1,2007,1,"2007.I"
"3428",200700,30,5,2007,1,"2007.I"
"3429",200700,31,2,2007,1,"2007.I"
"3430",200700,32,0,2007,1,"2007.I"
"3431",200700,33,0,2007,1,"2007.I"
"3432",200700,34,0,2007,1,"2007.I"
"3433",200700,35,1,2007,1,"2007.I"
"3434",200700,36,0,2007,1,"2007.I"
"3435",200700,37,0,2007,1,"2007.I"
"3436",200700,38,2,2007,1,"2007.I"
"3437",200700,39,2,2007,1,"2007.I"
"3438",200700,40,1,2007,1,"2007.I"
"3439",200700,41,2,2007,1,"2007.I"
"3440",200700,42,1,2007,1,"2007.I"
"3441",200700,43,1,2007,1,"2007.I"
"3442",200700,44,0,2007,1,"2007.I"
"3443",200700,45,0,2007,1,"2007.I"
"3444",200700,46,0,2007,1,"2007.I"
"3445",200700,47,0,2007,1,"2007.I"
"3446",200700,48,0,2007,1,"2007.I"
"3447",200700,49,0,2007,1,"2007.I"
"3448",200700,50,0,2007,1,"2007.I"
"3449",200700,51,0,2007,1,"2007.I"
"3450",200700,52,0,2007,1,"2007.I"
"3451",200700,53,0,2007,1,"2007.I"
"3452",200700,54,0,2007,1,"2007.I"
"3453",200700,55,0,2007,1,"2007.I"
"3454",200700,56,0,2007,1,"2007.I"
"3455",200700,57,0,2007,1,"2007.I"
"3456",200700,58,0,2007,1,"2007.I"
"3457",200700,59,0,2007,1,"2007.I"
"3458",200700,60,0,2007,1,"2007.I"
"3459",200700,61,0,2007,1,"2007.I"
"3460",200700,62,0,2007,1,"2007.I"
"3461",200700,63,0,2007,1,"2007.I"
"3462",200700,64,0,2007,1,"2007.I"
"3463",200700,65,0,2007,1,"2007.I"
"3464",200700,66,0,2007,1,"2007.I"
"3465",200700,67,0,2007,1,"2007.I"
"3466",200700,68,0,2007,1,"2007.I"
"3467",200700,69,0,2007,1,"2007.I"
"3468",200700,70,0,2007,1,"2007.I"
"3469",200700,71,0,2007,1,"2007.I"
"3470",200700,72,0,2007,1,"2007.I"
"3471",200700,73,0,2007,1,"2007.I"
"3472",200700,74,0,2007,1,"2007.I"
"3473",200700,75,0,2007,1,"2007.I"
"3474",200700,76,0,2007,1,"2007.I"
"3475",200700,77,0,2007,1,"2007.I"
"3476",200700,78,0,2007,1,"2007.I"
"3477",200725,0,71,2007,2,"2007.II"
"3478",200725,1,55,2007,2,"2007.II"
"3479",200725,2,11,2007,2,"2007.II"
"3480",200725,3,78,2007,2,"2007.II"
"3481",200725,4,65,2007,2,"2007.II"
"3482",200725,5,42,2007,2,"2007.II"
"3483",200725,6,14,2007,2,"2007.II"
"3484",200725,7,34,2007,2,"2007.II"
"3485",200725,8,37,2007,2,"2007.II"
"3486",200725,9,14,2007,2,"2007.II"
"3487",200725,10,8,2007,2,"2007.II"
"3488",200725,11,29,2007,2,"2007.II"
"3489",200725,12,31,2007,2,"2007.II"
"3490",200725,13,17,2007,2,"2007.II"
"3491",200725,14,5,2007,2,"2007.II"
"3492",200725,15,30,2007,2,"2007.II"
"3493",200725,16,16,2007,2,"2007.II"
"3494",200725,17,17,2007,2,"2007.II"
"3495",200725,18,1,2007,2,"2007.II"
"3496",200725,19,16,2007,2,"2007.II"
"3497",200725,20,8,2007,2,"2007.II"
"3498",200725,21,13,2007,2,"2007.II"
"3499",200725,22,3,2007,2,"2007.II"
"3500",200725,23,11,2007,2,"2007.II"
"3501",200725,24,10,2007,2,"2007.II"
"3502",200725,25,10,2007,2,"2007.II"
"3503",200725,26,1,2007,2,"2007.II"
"3504",200725,27,7,2007,2,"2007.II"
"3505",200725,28,6,2007,2,"2007.II"
"3506",200725,29,6,2007,2,"2007.II"
"3507",200725,30,1,2007,2,"2007.II"
"3508",200725,31,4,2007,2,"2007.II"
"3509",200725,32,2,2007,2,"2007.II"
"3510",200725,33,0,2007,2,"2007.II"
"3511",200725,34,0,2007,2,"2007.II"
"3512",200725,35,0,2007,2,"2007.II"
"3513",200725,36,1,2007,2,"2007.II"
"3514",200725,37,0,2007,2,"2007.II"
"3515",200725,38,0,2007,2,"2007.II"
"3516",200725,39,2,2007,2,"2007.II"
"3517",200725,40,2,2007,2,"2007.II"
"3518",200725,41,1,2007,2,"2007.II"
"3519",200725,42,2,2007,2,"2007.II"
"3520",200725,43,1,2007,2,"2007.II"
"3521",200725,44,1,2007,2,"2007.II"
"3522",200725,45,0,2007,2,"2007.II"
"3523",200725,46,0,2007,2,"2007.II"
"3524",200725,47,0,2007,2,"2007.II"
"3525",200725,48,0,2007,2,"2007.II"
"3526",200725,49,0,2007,2,"2007.II"
"3527",200725,50,0,2007,2,"2007.II"
"3528",200725,51,0,2007,2,"2007.II"
"3529",200725,52,0,2007,2,"2007.II"
"3530",200725,53,0,2007,2,"2007.II"
"3531",200725,54,0,2007,2,"2007.II"
"3532",200725,55,0,2007,2,"2007.II"
"3533",200725,56,0,2007,2,"2007.II"
"3534",200725,57,0,2007,2,"2007.II"
"3535",200725,58,0,2007,2,"2007.II"
"3536",200725,59,0,2007,2,"2007.II"
"3537",200725,60,0,2007,2,"2007.II"
"3538",200725,61,0,2007,2,"2007.II"
"3539",200725,62,0,2007,2,"2007.II"
"3540",200725,63,0,2007,2,"2007.II"
"3541",200725,64,0,2007,2,"2007.II"
"3542",200725,65,0,2007,2,"2007.II"
"3543",200725,66,0,2007,2,"2007.II"
"3544",200725,67,0,2007,2,"2007.II"
"3545",200725,68,0,2007,2,"2007.II"
"3546",200725,69,0,2007,2,"2007.II"
"3547",200725,70,0,2007,2,"2007.II"
"3548",200725,71,0,2007,2,"2007.II"
"3549",200725,72,0,2007,2,"2007.II"
"3550",200725,73,0,2007,2,"2007.II"
"3551",200725,74,0,2007,2,"2007.II"
"3552",200725,75,0,2007,2,"2007.II"
"3553",200725,76,0,2007,2,"2007.II"
"3554",200725,77,0,2007,2,"2007.II"
"3555",200725,78,0,2007,2,"2007.II"
"3556",200750,0,61,2007,3,"2007.III"
"3557",200750,1,64,2007,3,"2007.III"
"3558",200750,2,51,2007,3,"2007.III"
"3559",200750,3,11,2007,3,"2007.III"
"3560",200750,4,76,2007,3,"2007.III"
"3561",200750,5,62,2007,3,"2007.III"
"3562",200750,6,41,2007,3,"2007.III"
"3563",200750,7,13,2007,3,"2007.III"
"3564",200750,8,27,2007,3,"2007.III"
"3565",200750,9,35,2007,3,"2007.III"
"3566",200750,10,14,2007,3,"2007.III"
"3567",200750,11,8,2007,3,"2007.III"
"3568",200750,12,28,2007,3,"2007.III"
"3569",200750,13,29,2007,3,"2007.III"
"3570",200750,14,15,2007,3,"2007.III"
"3571",200750,15,5,2007,3,"2007.III"
"3572",200750,16,27,2007,3,"2007.III"
"3573",200750,17,16,2007,3,"2007.III"
"3574",200750,18,13,2007,3,"2007.III"
"3575",200750,19,1,2007,3,"2007.III"
"3576",200750,20,14,2007,3,"2007.III"
"3577",200750,21,8,2007,3,"2007.III"
"3578",200750,22,11,2007,3,"2007.III"
"3579",200750,23,3,2007,3,"2007.III"
"3580",200750,24,11,2007,3,"2007.III"
"3581",200750,25,10,2007,3,"2007.III"
"3582",200750,26,10,2007,3,"2007.III"
"3583",200750,27,1,2007,3,"2007.III"
"3584",200750,28,7,2007,3,"2007.III"
"3585",200750,29,6,2007,3,"2007.III"
"3586",200750,30,6,2007,3,"2007.III"
"3587",200750,31,1,2007,3,"2007.III"
"3588",200750,32,4,2007,3,"2007.III"
"3589",200750,33,2,2007,3,"2007.III"
"3590",200750,34,0,2007,3,"2007.III"
"3591",200750,35,0,2007,3,"2007.III"
"3592",200750,36,0,2007,3,"2007.III"
"3593",200750,37,1,2007,3,"2007.III"
"3594",200750,38,0,2007,3,"2007.III"
"3595",200750,39,0,2007,3,"2007.III"
"3596",200750,40,2,2007,3,"2007.III"
"3597",200750,41,2,2007,3,"2007.III"
"3598",200750,42,0,2007,3,"2007.III"
"3599",200750,43,2,2007,3,"2007.III"
"3600",200750,44,1,2007,3,"2007.III"
"3601",200750,45,1,2007,3,"2007.III"
"3602",200750,46,0,2007,3,"2007.III"
"3603",200750,47,0,2007,3,"2007.III"
"3604",200750,48,0,2007,3,"2007.III"
"3605",200750,49,0,2007,3,"2007.III"
"3606",200750,50,0,2007,3,"2007.III"
"3607",200750,51,0,2007,3,"2007.III"
"3608",200750,52,0,2007,3,"2007.III"
"3609",200750,53,0,2007,3,"2007.III"
"3610",200750,54,0,2007,3,"2007.III"
"3611",200750,55,0,2007,3,"2007.III"
"3612",200750,56,0,2007,3,"2007.III"
"3613",200750,57,0,2007,3,"2007.III"
"3614",200750,58,0,2007,3,"2007.III"
"3615",200750,59,0,2007,3,"2007.III"
"3616",200750,60,0,2007,3,"2007.III"
"3617",200750,61,0,2007,3,"2007.III"
"3618",200750,62,0,2007,3,"2007.III"
"3619",200750,63,0,2007,3,"2007.III"
"3620",200750,64,0,2007,3,"2007.III"
"3621",200750,65,0,2007,3,"2007.III"
"3622",200750,66,0,2007,3,"2007.III"
"3623",200750,67,0,2007,3,"2007.III"
"3624",200750,68,0,2007,3,"2007.III"
"3625",200750,69,0,2007,3,"2007.III"
"3626",200750,70,0,2007,3,"2007.III"
"3627",200750,71,0,2007,3,"2007.III"
"3628",200750,72,0,2007,3,"2007.III"
"3629",200750,73,0,2007,3,"2007.III"
"3630",200750,74,0,2007,3,"2007.III"
"3631",200750,75,0,2007,3,"2007.III"
"3632",200750,76,0,2007,3,"2007.III"
"3633",200750,77,0,2007,3,"2007.III"
"3634",200750,78,0,2007,3,"2007.III"
"3635",200775,0,19,2007,4,"2007.IV"
"3636",200775,1,54,2007,4,"2007.IV"
"3637",200775,2,58,2007,4,"2007.IV"
"3638",200775,3,46,2007,4,"2007.IV"
"3639",200775,4,11,2007,4,"2007.IV"
"3640",200775,5,71,2007,4,"2007.IV"
"3641",200775,6,58,2007,4,"2007.IV"
"3642",200775,7,37,2007,4,"2007.IV"
"3643",200775,8,12,2007,4,"2007.IV"
"3644",200775,9,25,2007,4,"2007.IV"
"3645",200775,10,32,2007,4,"2007.IV"
"3646",200775,11,14,2007,4,"2007.IV"
"3647",200775,12,8,2007,4,"2007.IV"
"3648",200775,13,28,2007,4,"2007.IV"
"3649",200775,14,28,2007,4,"2007.IV"
"3650",200775,15,13,2007,4,"2007.IV"
"3651",200775,16,5,2007,4,"2007.IV"
"3652",200775,17,27,2007,4,"2007.IV"
"3653",200775,18,15,2007,4,"2007.IV"
"3654",200775,19,13,2007,4,"2007.IV"
"3655",200775,20,0,2007,4,"2007.IV"
"3656",200775,21,12,2007,4,"2007.IV"
"3657",200775,22,8,2007,4,"2007.IV"
"3658",200775,23,11,2007,4,"2007.IV"
"3659",200775,24,3,2007,4,"2007.IV"
"3660",200775,25,10,2007,4,"2007.IV"
"3661",200775,26,10,2007,4,"2007.IV"
"3662",200775,27,10,2007,4,"2007.IV"
"3663",200775,28,1,2007,4,"2007.IV"
"3664",200775,29,7,2007,4,"2007.IV"
"3665",200775,30,6,2007,4,"2007.IV"
"3666",200775,31,5,2007,4,"2007.IV"
"3667",200775,32,1,2007,4,"2007.IV"
"3668",200775,33,4,2007,4,"2007.IV"
"3669",200775,34,2,2007,4,"2007.IV"
"3670",200775,35,0,2007,4,"2007.IV"
"3671",200775,36,0,2007,4,"2007.IV"
"3672",200775,37,0,2007,4,"2007.IV"
"3673",200775,38,1,2007,4,"2007.IV"
"3674",200775,39,0,2007,4,"2007.IV"
"3675",200775,40,0,2007,4,"2007.IV"
"3676",200775,41,2,2007,4,"2007.IV"
"3677",200775,42,1,2007,4,"2007.IV"
"3678",200775,43,0,2007,4,"2007.IV"
"3679",200775,44,2,2007,4,"2007.IV"
"3680",200775,45,1,2007,4,"2007.IV"
"3681",200775,46,1,2007,4,"2007.IV"
"3682",200775,47,0,2007,4,"2007.IV"
"3683",200775,48,0,2007,4,"2007.IV"
"3684",200775,49,0,2007,4,"2007.IV"
"3685",200775,50,0,2007,4,"2007.IV"
"3686",200775,51,0,2007,4,"2007.IV"
"3687",200775,52,0,2007,4,"2007.IV"
"3688",200775,53,0,2007,4,"2007.IV"
"3689",200775,54,0,2007,4,"2007.IV"
"3690",200775,55,0,2007,4,"2007.IV"
"3691",200775,56,0,2007,4,"2007.IV"
"3692",200775,57,0,2007,4,"2007.IV"
"3693",200775,58,0,2007,4,"2007.IV"
"3694",200775,59,0,2007,4,"2007.IV"
"3695",200775,60,0,2007,4,"2007.IV"
"3696",200775,61,0,2007,4,"2007.IV"
"3697",200775,62,0,2007,4,"2007.IV"
"3698",200775,63,0,2007,4,"2007.IV"
"3699",200775,64,0,2007,4,"2007.IV"
"3700",200775,65,0,2007,4,"2007.IV"
"3701",200775,66,0,2007,4,"2007.IV"
"3702",200775,67,0,2007,4,"2007.IV"
"3703",200775,68,0,2007,4,"2007.IV"
"3704",200775,69,0,2007,4,"2007.IV"
"3705",200775,70,0,2007,4,"2007.IV"
"3706",200775,71,0,2007,4,"2007.IV"
"3707",200775,72,0,2007,4,"2007.IV"
"3708",200775,73,0,2007,4,"2007.IV"
"3709",200775,74,0,2007,4,"2007.IV"
"3710",200775,75,0,2007,4,"2007.IV"
"3711",200775,76,0,2007,4,"2007.IV"
"3712",200775,77,0,2007,4,"2007.IV"
"3713",200775,78,0,2007,4,"2007.IV"
"3714",200800,0,65,2008,1,"2008.I"
"3715",200800,1,17,2008,1,"2008.I"
"3716",200800,2,53,2008,1,"2008.I"
"3717",200800,3,56,2008,1,"2008.I"
"3718",200800,4,45,2008,1,"2008.I"
"3719",200800,5,11,2008,1,"2008.I"
"3720",200800,6,66,2008,1,"2008.I"
"3721",200800,7,56,2008,1,"2008.I"
"3722",200800,8,36,2008,1,"2008.I"
"3723",200800,9,12,2008,1,"2008.I"
"3724",200800,10,24,2008,1,"2008.I"
"3725",200800,11,32,2008,1,"2008.I"
"3726",200800,12,13,2008,1,"2008.I"
"3727",200800,13,7,2008,1,"2008.I"
"3728",200800,14,28,2008,1,"2008.I"
"3729",200800,15,27,2008,1,"2008.I"
"3730",200800,16,13,2008,1,"2008.I"
"3731",200800,17,5,2008,1,"2008.I"
"3732",200800,18,27,2008,1,"2008.I"
"3733",200800,19,15,2008,1,"2008.I"
"3734",200800,20,13,2008,1,"2008.I"
"3735",200800,21,0,2008,1,"2008.I"
"3736",200800,22,12,2008,1,"2008.I"
"3737",200800,23,8,2008,1,"2008.I"
"3738",200800,24,11,2008,1,"2008.I"
"3739",200800,25,3,2008,1,"2008.I"
"3740",200800,26,10,2008,1,"2008.I"
"3741",200800,27,10,2008,1,"2008.I"
"3742",200800,28,10,2008,1,"2008.I"
"3743",200800,29,1,2008,1,"2008.I"
"3744",200800,30,7,2008,1,"2008.I"
"3745",200800,31,6,2008,1,"2008.I"
"3746",200800,32,5,2008,1,"2008.I"
"3747",200800,33,1,2008,1,"2008.I"
"3748",200800,34,4,2008,1,"2008.I"
"3749",200800,35,2,2008,1,"2008.I"
"3750",200800,36,0,2008,1,"2008.I"
"3751",200800,37,0,2008,1,"2008.I"
"3752",200800,38,0,2008,1,"2008.I"
"3753",200800,39,1,2008,1,"2008.I"
"3754",200800,40,0,2008,1,"2008.I"
"3755",200800,41,0,2008,1,"2008.I"
"3756",200800,42,2,2008,1,"2008.I"
"3757",200800,43,1,2008,1,"2008.I"
"3758",200800,44,0,2008,1,"2008.I"
"3759",200800,45,2,2008,1,"2008.I"
"3760",200800,46,1,2008,1,"2008.I"
"3761",200800,47,1,2008,1,"2008.I"
"3762",200800,48,0,2008,1,"2008.I"
"3763",200800,49,0,2008,1,"2008.I"
"3764",200800,50,0,2008,1,"2008.I"
"3765",200800,51,0,2008,1,"2008.I"
"3766",200800,52,0,2008,1,"2008.I"
"3767",200800,53,0,2008,1,"2008.I"
"3768",200800,54,0,2008,1,"2008.I"
"3769",200800,55,0,2008,1,"2008.I"
"3770",200800,56,0,2008,1,"2008.I"
"3771",200800,57,0,2008,1,"2008.I"
"3772",200800,58,0,2008,1,"2008.I"
"3773",200800,59,0,2008,1,"2008.I"
"3774",200800,60,0,2008,1,"2008.I"
"3775",200800,61,0,2008,1,"2008.I"
"3776",200800,62,0,2008,1,"2008.I"
"3777",200800,63,0,2008,1,"2008.I"
"3778",200800,64,0,2008,1,"2008.I"
"3779",200800,65,0,2008,1,"2008.I"
"3780",200800,66,0,2008,1,"2008.I"
"3781",200800,67,0,2008,1,"2008.I"
